OBJECTID,BIKEFACID,BIKETYPE,BIKE_NAME,STREETNAME,IMPLEMENT,PILOT_PERM,ONE_SIDE,DIRECTION,INSTYR,PROT_TYPE,TRIPLE_A,ADDDATE,MODDATE,SDATE,SOURCE,SACC,Shape__Length
853,BIKEFAC3801,Suggested Bike Route on Main Road,,Brunswick St,,,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,344.8491264
854,BIKEFAC3802,Suggested Bike Route on Main Road,,Spring Garden Rd,,,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,278.3299447
855,BIKEFAC3803,Protected Bike Lane,University Ave Protected Bike Lanes,University Ave,Partial Implementation,Pilot,Not Applicable,Bidirectional,,Flexible bollards,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,159.2210176
856,BIKEFAC3804,Suggested Bike Route on Main Road,,Lower Water St,,,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,330.4176211
857,BIKEFAC3805,Suggested Bike Route on Main Road,,Lower Water St,,,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,74.49745753
858,BIKEFAC3806,Suggested Bike Route on Main Road,,Duke St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,95.86656122
859,BIKEFAC3807,Suggested Bike Route on Main Road,,North St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,724.7928254
860,BIKEFAC3808,Suggested Bike Route on Main Road,,Cogswell St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,674.1168638
861,BIKEFAC3809,Suggested Bike Route on Main Road,,Cogswell St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,681.8082499
862,BIKEFAC3810,Suggested Bike Route on Main Road,,Cogswell St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,46.87382324
863,BIKEFAC3811,Suggested Bike Route on Main Road,,Cogswell St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,55.32361715
864,BIKEFAC3812,Suggested Bike Route on Main Road,,Cogswell St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,36.55450913
865,BIKEFAC3813,Suggested Bike Route on Main Road,,Cogswell St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,48.83905502
866,BIKEFAC3814,Suggested Bike Route on Main Road,,Cogswell St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,116.644778
867,BIKEFAC3815,Suggested Bike Route on Main Road,,Cogswell St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,120.8820912
868,BIKEFAC3816,Suggested Bike Route on Main Road,,Cogswell St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,78.64282585
869,BIKEFAC3817,Suggested Bike Route on Main Road,,Cogswell St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,70.46738769
870,BIKEFAC3818,Suggested Bike Route on Main Road,,Cogswell St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,410.2693399
871,BIKEFAC3819,Suggested Bike Route on Main Road,,Cogswell St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,357.343259
872,BIKEFAC3820,Suggested Bike Route on Main Road,,Cogswell St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,62.67475449
873,BIKEFAC3881,Suggested Bike Route on Main Road,,Caldwell Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1430.820018
874,BIKEFAC3882,Suggested Bike Route on Main Road,,Caldwell Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1385.72896
875,BIKEFAC3883,Suggested Bike Route on Local Road,,Hornes Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1431.020173
876,BIKEFAC3884,Suggested Bike Route on Main Road,,Shore Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,2009.02409
877,BIKEFAC3885,Suggested Bike Route on Main Road,,Shore Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1781.293106
878,BIKEFAC3886,Suggested Bike Route on Local Road,,Oceanlea Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1067.959514
879,BIKEFAC3887,Suggested Bike Route on Main Road,,Cow Bay Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,354.2270545
880,BIKEFAC3888,Painted Bike Lane,Main Road Painted Bike Lanes,Main Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,134.1300094
881,BIKEFAC3889,Suggested Bike Route on Main Road,,Cow Bay Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1397.041249
882,BIKEFAC3890,Suggested Bike Route on Main Road,,Cow Bay Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,649.1639826
883,BIKEFAC3891,Suggested Bike Route on Main Road,,Hines Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1286.41922
884,BIKEFAC3892,Suggested Bike Route on Main Road,,Caldwell Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1536.373932
885,BIKEFAC3893,Suggested Bike Route on Main Road,,Caldwell Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1621.489051
886,BIKEFAC3894,Suggested Bike Route on Main Road,,Bissett Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,6790.66421
887,BIKEFAC3895,Suggested Bike Route on Main Road,,Main St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,419.638249
888,BIKEFAC3896,Suggested Bike Route on Main Road,,Bissett Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,853.2767149
889,BIKEFAC3897,Multi-use Pathway,Northbrook Park Pathways,,Full Implementation,Permanent,,Bidirectional,,Designated cycling path off-street,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,138.3649947
890,BIKEFAC3898,Multi-use Pathway,First Lake Greenway,,,Permanent,,Bidirectional,,,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,2059.206831
891,BIKEFAC3899,Multi-use Pathway,First Lake Greenway,,,Permanent,,Bidirectional,,,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,46.15096639
892,BIKEFAC3900,Suggested Bike Route on Main Road,,Braemar Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,405.3332629
893,BIKEFAC3901,Suggested Bike Route on Main Road,,Braemar Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,207.1659735
894,BIKEFAC3902,Suggested Bike Route on Main Road,,Prince Albert Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,278.0796235
895,BIKEFAC3903,Suggested Bike Route on Main Road,,Prince Albert Rd,,,North Side,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1864.177084
896,BIKEFAC3904,Suggested Bike Route on Main Road,,Ochterloney St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,990.8307075
897,BIKEFAC3905,Suggested Bike Route on Main Road,,Ochterloney St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,80.00340529
898,BIKEFAC3906,Suggested Bike Route on Main Road,,Ochterloney St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,73.82350312
899,BIKEFAC3842,Suggested Bike Route on Main Road,,Valleyfield Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1182.631077
900,BIKEFAC3843,Suggested Bike Route on Main Road,,Valleyfield Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,195.2728489
901,BIKEFAC3844,Suggested Bike Route on Main Road,,Woodlawn Ave,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,956.1795697
902,BIKEFAC3845,Suggested Bike Route on Main Road,,Woodlawn Ave,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,32.06820668
903,BIKEFAC3846,Suggested Bike Route on Main Road,,,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,199.1295469
904,BIKEFAC3847,Suggested Bike Route on Main Road,,Woodlawn Ave,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,35.23118246
905,BIKEFAC3848,Suggested Bike Route on Main Road,,,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,60.77673257
906,BIKEFAC3849,Suggested Bike Route on Main Road,,,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,49.1470346
907,BIKEFAC3850,Suggested Bike Route on Main Road,,Woodlawn Ave,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,365.7050736
908,BIKEFAC3851,Suggested Bike Route on Main Road,,Woodlawn Ave,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,31.63980603
909,BIKEFAC3852,Suggested Bike Route on Main Road,,Woodlawn Ave,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,157.3778355
910,BIKEFAC3853,Suggested Bike Route on Main Road,,Woodlawn Ave,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,75.56938177
911,BIKEFAC3854,Suggested Bike Route on Main Road,,Settle St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,337.3671067
912,BIKEFAC3855,Suggested Bike Route on Main Road,,Carver St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,403.6469671
913,BIKEFAC3856,Suggested Bike Route on Main Road,,Eisener Blvd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,969.1279099
914,BIKEFAC3857,Multi-use Pathway,Mount Hope Greenway,Mount Hope Ave,Full Implementation,Permanent,South Side,Bidirectional,,Raised grade separation from roadway,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,149.1195523
915,BIKEFAC3858,Multi-use Pathway,Mount Hope Greenway,Mount Hope Ave,Full Implementation,Permanent,South Side,Bidirectional,,Raised grade separation from roadway,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,213.3226296
916,BIKEFAC3859,Suggested Bike Route on Main Road,,Mount Hope Ave,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,174.5722029
917,BIKEFAC3860,Suggested Bike Route on Main Road,,Baker Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,778.0057365
918,BIKEFAC3861,Suggested Bike Route on Main Road,,Braemar Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,637.4964088
919,BIKEFAC3862,Suggested Bike Route on Main Road,,Braemar Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,202.3759861
920,BIKEFAC3863,Suggested Bike Route on Main Road,,Braemar Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,333.3380094
921,BIKEFAC3864,Suggested Bike Route on Main Road,,Breeze Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1845.762607
922,BIKEFAC3865,Suggested Bike Route on Main Road,,Glen Manor Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,84.8288587
923,BIKEFAC3866,Suggested Bike Route on Main Road,,Micmac Blvd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,855.1120467
924,BIKEFAC3867,Suggested Bike Route on Main Road,,Micmac Blvd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,850.9931076
925,BIKEFAC3868,Suggested Bike Route on Main Road,,Glen Manor Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,210.5829837
926,BIKEFAC3869,Suggested Bike Route on Main Road,,Crichton Ave,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,944.7751626
927,BIKEFAC3870,Suggested Bike Route on Main Road,,Crichton Ave,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,48.41856155
928,BIKEFAC3871,Suggested Bike Route on Main Road,,Crichton Ave,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,582.3718381
929,BIKEFAC3872,Suggested Bike Route on Main Road,,Crichton Ave,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,496.0335689
930,BIKEFAC3873,Suggested Bike Route on Main Road,,Maple St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,371.9365422
931,BIKEFAC3874,Suggested Bike Route on Main Road,,Maple St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,377.912332
932,BIKEFAC3875,Suggested Bike Route on Main Road,,Cow Bay Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1669.639685
933,BIKEFAC3876,Suggested Bike Route on Main Road,,Cow Bay Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,6747.019003
934,BIKEFAC3877,Suggested Bike Route on Main Road,,Dyke Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,3517.131094
935,BIKEFAC3878,Suggested Bike Route on Main Road,,Cow Bay Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,2411.358369
936,BIKEFAC3879,Suggested Bike Route on Main Road,,Cow Bay Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,412.9278528
937,BIKEFAC3880,Suggested Bike Route on Main Road,,Caldwell Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1599.503227
938,BIKEFAC3907,Suggested Bike Route on Main Road,,Alderney Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,443.2922394
939,BIKEFAC3908,Suggested Bike Route on Main Road,,Alderney Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,266.5149747
940,BIKEFAC3909,Suggested Bike Route on Main Road,,Alderney Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,267.2545562
941,BIKEFAC3910,Suggested Bike Route on Main Road,,Alderney Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,328.1776785
942,BIKEFAC3911,Suggested Bike Route on Main Road,Portland St,,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1169.116419
943,BIKEFAC3912,Suggested Bike Route on Main Road,Pleasant St,,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,913.0156608
944,BIKEFAC3913,Suggested Bike Route on Main Road,Portland St,,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,583.2987201
945,BIKEFAC3914,Suggested Bike Route on Main Road,Portland St,,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1564.333802
946,BIKEFAC3915,Suggested Bike Route on Main Road,Pleasant St,,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1591.714859
947,BIKEFAC3916,Suggested Bike Route on Main Road,,Duke St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1926.606946
948,BIKEFAC3917,Suggested Bike Route on Main Road,,Duke St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,299.5413933
949,BIKEFAC3918,Suggested Bike Route on Main Road,,Glendale Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1795.557941
950,BIKEFAC3919,Suggested Bike Route on Main Road,,Duke St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,295.0554099
951,BIKEFAC3920,Suggested Bike Route on Main Road,,Summer St,,,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,57.01587002
952,BIKEFAC3921,Multi-use Pathway,Conrose Park MUP,,Full Implementation,Permanent,Not Applicable,Bidirectional,,Designated cycling path off-street,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,,,238.8938288
953,BIKEFAC3922,Suggested Bike Route on Main Road,,Lower Water St,,,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,301.6305197
954,BIKEFAC3923,Multi-use Pathway,Dalhousie Sexton Cycle Track,,Full Implementation,Permanent,Not Applicable,Bidirectional,,Designated cycling path off-street,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,,,421.5570855
955,BIKEFAC3924,Painted Bike Lane,Windsor Street Painted Bike Lanes,Windsor Street,Full Implementation,Permanent,East Side,Unidirectional Northbound,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,404.8911295
956,BIKEFAC3925,Suggested Bike Route on Local Road,,Isleville St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,111.9929555
957,BIKEFAC3926,Suggested Bike Route on Local Road,,Drummond Ct,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,69.22971556
958,BIKEFAC3927,Suggested Bike Route on Main Road,,Cogswell St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,312.3715374
959,BIKEFAC3928,Suggested Bike Route on Local Road,,Stuart Graham Ave,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,123.7539414
960,BIKEFAC3929,Multi-use Pathway,,Liverpool St,,Permanent,,Bidirectional,,,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,,,134.6145567
961,BIKEFAC3930,Suggested Bike Route on Main Road,,Jubilee Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,120.7076737
962,BIKEFAC3931,Suggested Bike Route on Local Road,,Oak St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,,,218.3864201
963,BIKEFAC3932,Suggested Bike Route on Local Road,,Allan St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,,,120.1130849
964,BIKEFAC3933,Suggested Bike Route on Main Road,,Agricola St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,119.4236459
965,BIKEFAC3934,Suggested Bike Route on Main Road,,Agricola St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,134.8961924
966,BIKEFAC3935,Suggested Bike Route on Main Road,,Agricola St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,,,39.17005033
967,BIKEFAC3936,Suggested Bike Route on Main Road,,Agricola St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,,,51.12519444
968,BIKEFAC3937,,,,,,,,,,,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,,,
969,BIKEFAC3938,Painted Bike Lane,Purcell's Cove Rd Painted Bike Lanes,Purcells Cove Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,133.3111437
970,BIKEFAC3939,Suggested Bike Route on Main Road,,Old Sambro Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,3130.051313
971,BIKEFAC3940,Multi-use Pathway,Mount Hope Greenway,Estates St,Full Implementation,Permanent,East Side,Bidirectional,,Raised grade separation from roadway,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,468.0565857
972,BIKEFAC3941,Suggested Bike Route on Main Road,,Atlantic St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,,,330.910184
973,BIKEFAC3942,Multi-use Pathway,Shubenacadie Canal Greenway,,Full Implementation,Permanent,,Bidirectional,,,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TPW,Interactive,2021.19765
974,BIKEFAC3943,Multi-use Pathway,Shubenacadie Canal Greenway,,Full Implementation,Permanent,,Bidirectional,,,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TPW,Interactive,975.9534542
975,BIKEFAC3944,Suggested Bike Route on Main Road,,Lake Major Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,,,2770.548908
976,BIKEFAC3945,Suggested Bike Route on Local Road,,Geary St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,198.536957
977,BIKEFAC3946,Multi-use Pathway,Victoria Rd Pedestrian Overpass,,Full Implementation,Permanent,Not Applicable,Bidirectional,,Other,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,,,212.9096827
978,BIKEFAC3947,Multi-use Pathway,Cutler Ave Multi Use Pathway,Cutler Ave,Full Implementation,Permanent,East Side,Bidirectional,,Raised grade separation from roadway,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,,,493.969448
979,BIKEFAC3948,Suggested Bike Route on Main Road,,Shubie Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,,,456.3384293
980,BIKEFAC3949,Suggested Bike Route on Main Road,,Shubie Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,,,383.8939684
981,BIKEFAC3950,Suggested Bike Route on Main Road,,Findlay Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,,,776.5610795
982,BIKEFAC3951,Suggested Bike Route on Main Road,,Findlay Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,,,1212.080717
983,BIKEFAC3952,Suggested Bike Route on Main Road,,Findlay Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,,,648.112461
984,BIKEFAC3953,Suggested Bike Route on Main Road,,Findlay Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,,,157.3864788
985,BIKEFAC3954,Suggested Bike Route on Main Road,,Innovation Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,,,263.8664576
986,BIKEFAC3955,Suggested Bike Route on Main Road,,Westwood Blvd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,538.0895438
987,BIKEFAC3956,Multi-use Pathway,Barrington Greenway Extension,Barrington St,Partial Implementation,Permanent,East Side,Bidirectional,2018,Other,Yes,2019-05-28T16:23:16.000Z,2019-05-28T16:24:40.000Z,2019-05-10T00:00:00.000Z,CR,Interactive,940.1642355
